edge_id;source_facility_id;target_location_id;target_location_type;transfer_count;distance_km;match_method;confidence_score;rule_version;assumption_revision
ddeb33d8089cce0e2978;0024228;2080273;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
4c004219eb071e3a64d7;0105589;2716097;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
7edfb0d4dfa508a82b9c;0105597;2078104;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
990b13835cff7203f862;0109746;0008923;facility;8;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
bc74fb1b508a85455324;0109746;0163279;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
5e9dba4b7110b15c7a6b;0110981;2078015;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
337a6eff60ca23e46112;0110981;2688689;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
56f7c4745a519105dcab;0112542;2077647;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
bf9bad76c57788a2d90e;0133272;9491252;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
b0ac45569165d885ffa3;0189979;2082926;facility;3;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
8f611e8570d3ec0a8494;2023474;2084317;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
8efd04e9fc5191a20f62;2024691;2082926;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
2bc87877f41c90587b97;2024691;2755092;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
36dea4a214071cecec43;2025477;2082187;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
98aead2b3cfea8b4b606;2039001;2080680;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
aeecf80e2b19ee0df459;2042894;2025752;facility;6;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
0ddd898ff9fe6255a882;2058308;2083086;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
783984ecaf571eb0fe11;2058405;2024691;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
331b99785c245530036a;2066092;2091755;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
335f1ea65a1a24c3715d;2076896;2077485;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
ab5acb97e2f3c9e28a83;2076896;2077671;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
f9280a2c7a6c346e8527;2076896;2078015;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
e3de43e62781ccdf0032;2076926;2071568;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
4e42515c77d08ea033d5;2076942;2748223;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
122dec25f53a3649c83c;2077426;2091585;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
1c291d36ac85f42103c4;2077426;5437156;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
85e766fbf2af249ed84d;2077434;0008028;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
1ee7f2fbe6d06d820a34;2077434;9556095;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
73d2b2723605f9db5889;2077450;2080575;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
e4fe60b114a85f2c99fe;2077477;2066092;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
1651ad00726e0a2fc2a9;2077477;2079240;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
132ad1f4982becfc6453;2077493;2077477;facility;3;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
a496774194c3b12807a1;2077574;0102105;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
16efe336b605303ad2ee;2077582;2790602;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
34bf1bc099092b8e10bd;2077620;2079240;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
d6de8665104826426a29;2077639;2070766;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
ef75e9f0fb3f464d57e9;2077647;2083116;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
6c1307faabffc0adf72b;2077957;2077957;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
3c28cd20fbd73c04cd32;2078015;2078015;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
02d4d335baef8e4b1a47;2078104;0008052;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
2bc5a70e722288c5be13;2078139;2755130;facility;3;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
6bf21a02c4e1430765ea;2078503;2078775;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
859cdebfcbdb3a5523f4;2078538;2786435;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
02c1e0084f9203846654;2078902;2090236;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
7a73634de912f68c9dc1;2079119;2082187;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
2ae77e55638090d6f30a;2079518;3126838;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
4f252a4fc65685b0f60c;2079615;2087618;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
44a069d184b168269c70;2079704;2079704;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
8e0c795f8331552650fd;2079828;2078015;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
119b6d1b99c69cda384c;2079828;2079828;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
813a56f1bd03e8e4efb4;2080028;2084163;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
c26ddc4614976f21c18e;2080079;2080052;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
8aba147aba9bc6fb133d;2080184;2081695;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
95f34be7e25b5ea823b6;2080184;2765942;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
36344fdb5bc6f960e020;2080370;2790556;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
829a7f27532a38c296f9;2080370;2790602;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
5b52fdcbc74c90ba1dea;2080443;2748223;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
602cf64c5976675acd15;2080664;2025507;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
95fe44c986e8f802d87b;2080788;2080575;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
be512262f1eadc15269e;2081083;2083116;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
02866cc362585a0f30b9;2081105;2078775;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
5cfdccb91b683934a7a2;2081407;2078104;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
e6d620e41e39afb71f71;2081407;2078538;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
0bb52e363d6364cd1a8b;2081431;2077647;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
6bd36ad1d19d1a88b8fc;2081598;2088193;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
4efddc7ca576b698d4ce;2081644;9491252;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
747fb39bccf071528fb1;2081695;9491112;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
9467645cb2d11e1a2a1a;2081717;2081717;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
7be192474c3c43ea0d3e;2081970;0102075;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
2dd6cd2bca0248516327;2081970;2075962;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
47631889ede5a00fc233;2082128;6053858;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
d004f3b1e33a7ae7c378;2082209;2071568;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
91408562614478890b21;2082209;6095666;facility;3;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
4b649ee8487ad42b1d66;2082322;2080931;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
e6ed8113c5b16fc6aac4;2082381;0255297;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
c3edbb20d2e228dc1b9c;2082381;2092611;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
51dcabf63412ca11be92;2082438;2025507;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
881ba8f3bed2dcb9d64a;2082586;2025507;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
2f25107241d5b3417c41;2082640;2082640;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
3d387f18d11c1acdc8bf;2082780;2079135;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
09b43b51504de72b9765;2082861;2080427;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
f8c234c8886b70d36ad4;2083175;2078015;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
d91e77a171c711f5a7d9;2083876;3028399;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
f30ef86bdce295d497a0;2086050;2025507;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
7630ba44ca976d063a26;2087111;3126838;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
b91a1cb1f1180b07ffa3;2087219;7573162;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
d757e3928cbfad73dad3;2088495;2080575;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
13e36bfd8dfcb4ddced5;2088576;2088576;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
36b589c3f0d5b5caa02b;2089327;2089327;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
4bba63460897486033e7;2089335;2089335;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
4eba37d2bd48c2067ad9;2089548;2082187;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
d9deb8a0ffaa25e48aee;2091267;2084414;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
216be2f95635a3237135;2091585;2077485;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
c597bb8d3806ee30a789;2091755;2076896;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
50e9d8012f7bc739bd5a;2093324;2077396;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
94cb2d2e4d8c721f4fb6;2095912;2092611;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
4ebaf3d97a175362bed7;2096412;9491252;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
8af39dfb2c6987f349cc;2097877;2022621;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
cb57c831004e12c4da5d;2688433;2704900;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
95c3921b07d63e8389a9;2688514;2085143;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
d603c70e6172de9acb28;2688573;0102105;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
cb3458475b3c20259abe;2698471;2698471;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
a7408ad91e2ebb2d11e9;2702193;2748029;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
d145c56f4a8aeff56cc0;2702193;9491252;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
07fd02949fa856bbd748;2716097;2089327;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
4399d7026ac75e419d99;2716593;2084414;facility;3;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
c3b242cb69a16174d20c;2745798;2705982;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
63cc268916412264cebe;2747693;2080931;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
7447349b3f01a87f4f56;2750988;2755130;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
cb387e8b4b15c621c9e4;2751003;2071568;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
b2286abadbe138133e32;2751038;2755130;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
14fec61b245f5b208aef;2751569;2081695;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
8cfbaa6946452053557f;2755130;2755130;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
727e8159a0615a03de4a;2765934;9491252;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
9f3929bb5b57e90ad9db;2766167;2772310;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
a2dd83ce2b8c53792ae1;2784602;2784602;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
7df33dd40e14dc42be7f;2785188;0110981;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
51ed3da51f18c92016c4;2786435;2786435;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
22c80f9b154e16c9a348;2786435;7573162;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
6af854904ba68d284c02;2790637;2790556;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
0b8584ebcddfd5b65e00;2791676;2791676;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
a7c5ba52c3aa4f33fd76;2791692;2077582;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
89b5146f8ad6400b13ae;2791757;2790602;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
532dc0e0c7e74fe1e995;2792168;0008052;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
72307baed9865da330db;2792176;2079828;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
816888e0ae0c69baf573;2801051;0105759;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
c1e47e3481214a6ac122;2801051;2080273;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
308072fbcebba5bb5838;3021378;7371349;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
c739aa388b3870f8163f;3139050;9491112;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
a6fe2448699e95e0c74e;4047613;0008052;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
ec809af6a310e1fbd4b5;4047613;2078104;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
2c13206d1e53bf114cb4;4047613;2792168;facility;3;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
56e3ab99edf2d7c7126e;5200105;2080273;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
1f80fe4ae0dcfa37ffad;5420938;2077477;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
3ceeebdd4cce7514c719;6020917;2077620;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
4ef97cf8805fadf68f2d;6123740;6123740;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
8caf98d3ad45b52b842a;6270131;2798298;facility;3;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
ab2748e6980df714e5b9;6878687;2071568;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
0ae2656263158e630b95;6878687;2688689;facility;2;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
fed82319e8a4f195d4a6;6966594;2079720;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
0ffb0518ca530cfcde1d;7066376;2093324;facility;1;;4pillars_strict;1.0;v1_4pillars_strict_2026_04_08;2026-04-08
